POS_tagging_unigrams,POS_tagging_bigrams,POS_tagging_trigrams,chunk_sim_p,chunk_sim_s,chunk_sim_o,total_sim_chunks,sim_dependencies,gs
0.5714285714285714,0.14814814814814814,0.0,0.0,0,0.7403106065160339,0.2467702021720113,0.07333412686357269,0.6799999999999999
0.8387096774193549,0.8,0.7857142857142857,0.0,0.0,0.26958835788673924,0.08986278596224641,0.8096596195766945,0.76
0.5161290322580645,0.3448275862068966,0.2962962962962963,1.1543393039799055,1.0,0.5,0.8847797679933018,0.37412635526860283,0.5599999999999999
0.823529411764706,0.75,0.6666666666666666,0.5677455933112199,0.13390918721229408,0.225818644370733,0.3091578082980823,0.3765138115844536,0.75
0.7692307692307692,0.6153846153846154,0.5405405405405405,1.0425368866685603,0.5,0.8581758758155799,0.8002375874947134,0.5101782552156015,0.8800000000000001
0.75,0.27272727272727276,0.0,0.8481886978255804,0.0,0.6963773956511606,0.514855364492247,0.3090850865547309,0.75
0.8275862068965518,0.5517241379310345,0.2962962962962963,0.5,0.0,0.26545660700054274,0.25515220233351427,0.7589541267857308,0.55
0.7333333333333334,0.7142857142857143,0.6923076923076923,0.0,1.0,0,0.3333333333333333,0.4791682154158935,0.75
0.46153846153846156,0.08333333333333333,0.0,0.07218707499748785,0.0,0.5248837260471297,0.19902360034820588,0,0.45
0.46153846153846156,0.25,0.09090909090909091,0.03623084423922758,1.0,0.6666666666666666,0.567632503635298,0,0.76
0.48,0.2608695652173913,0.09523809523809523,0.5338847237532766,0.0,0,0.17796157458442552,0.12756523518903598,0.64
0.4444444444444444,0.16,0.08695652173913043,0.6666666666666666,0,0.5874434438255418,0.41803670349740285,0.17216281356794036,0.76
0.38888888888888884,0.11764705882352941,0.0,1.0,0.6412861805996684,0.5,0.7137620601998895,2.1751883169698586e-06,0.96
0.4864864864864865,0.4,0.30303030303030304,0.9345186676111639,0.5383198072407126,0.7924311815120852,0.7550898854546538,0.19469647818786773,0.8
0.42105263157894735,0.27027027027027023,0.22857142857142856,2.0,0,0.5,0.8333333333333334,2.634147028451364e-06,0.27999999999999997
0.4864864864864865,0.22857142857142856,0.06060606060606061,0.5456603399743212,0.0,0.5,0.34855344665810706,0.263248138218958,0.8400000000000001
0.6,0.48275862068965514,0.4444444444444444,0.0,0.6666666666666666,0.29516129727739177,0.3206093213146861,0.40000009642924933,0.36
0.7368421052631579,0.5789473684210527,0.4444444444444444,0.28571428571428575,0.0,0.2,0.1619047619047619,0.556273423571277,0.8400000000000001
0.3529411764705882,0.13333333333333333,0.0,0.3133200282146731,0.0,0.3702919140061934,0.22787064740695548,0,0.4
0.46153846153846156,0.25,0.18181818181818182,0.10758532880556573,1.0,1.0,0.7025284429351886,0.33753554817844184,0.52
0.8,0.8148148148148148,0.8,0.5,0.0,0.5,0.3333333333333333,0.6637979970617254,0.65
0.7407407407407407,0.32,0.08695652173913043,0.8333333333333333,0.46782339031712944,1.0,0.7670522412168209,0.7999979099898336,1.0
0.5217391304347826,0.19047619047619047,0.0,0.020437033742605033,1.0,0.0,0.34014567791420164,0,0.6
0.6666666666666666,0.5714285714285714,0.46153846153846156,0.0,0,1.0,0.3333333333333333,1.0381903348515861e-06,0.75
0.6666666666666666,0.45161290322580644,0.27586206896551724,0.5833333333333333,0.0,1.0,0.5277777777777778,0.41363449930318097,0.85
0.8823529411764706,0.5,0.2,0.0,0.3604972587460302,0.0,0.12016575291534341,0.47781978163505906,0.95
0.5217391304347826,0.19047619047619047,0.0,0.0,0.0,0.09634122171930014,0.03211374057310005,0.17329021449795737,0.65
0.6086956521739131,0.27272727272727276,0.09523809523809523,0.5,0.0,0.42260160607910274,0.30753386869303423,0.2874541969046922,0.75
0.6086956521739131,0.2857142857142857,0.10526315789473684,0.48063495044377375,0,0.33224493628485186,0.27095996224287516,0.3678328078661117,0.65
0.5263157894736842,0.23529411764705882,0.0,1.0576571407071294,1.0,0.7089645966382586,0.922207245781796,0.42686965174068886,0.76
0.7368421052631579,0.3529411764705882,0.0,0.0,0.0,1.0,0.3333333333333333,0,1.0
0.8292682926829269,0.717948717948718,0.5945945945945946,0.05626893257279726,0.23159970978092487,0.0,0.09595621411790738,0.3298502977467505,0.72
0.64,0.6086956521739131,0.5714285714285714,0.6279833421046164,0,0.0,0.2093277807015388,0.49893282619429635,0.76
0.46153846153846156,0.0,0.0,0.0,0.0,0,0.0,0,0.4
0.6086956521739131,0.47619047619047616,0.31578947368421056,0.535693020080245,0.0785502801589959,0.0,0.20474776674641362,4.855855392400069e-06,0.6799999999999999
0.8999999999999999,0.6190476190476191,0.35,0.545105009303642,0.0,0.20756750598091278,0.25089083842818494,0.7100006764093797,0.8400000000000001
0.625,0.5806451612903225,0.5517241379310345,0.5,0.8574962248683379,0,0.4524987416227793,0.5119714242340794,0.6799999999999999
0.46153846153846156,0.18181818181818182,0.0,0.7039709285771832,0,0,0.23465697619239442,0.19905187627180665,0.6
0.5263157894736842,0.11764705882352941,0.0,0.0,1.0,0.2046461254844726,0.4015487084948242,0.4999995088302149,0.6
0.8666666666666667,0.7586206896551725,0.6666666666666666,1.0,0.0,0,0.3333333333333333,0.6387131543260268,0.65
0.6206896551724138,0.2962962962962963,0.08,0.2669581954077994,0.0,0.17797213027186629,0.14831010855988858,1.2520488594000127e-06,0.55
0.6,0.2222222222222222,0.0,0.0,1.0,0,0.3333333333333333,3.173537203475978e-07,0.52
0.6086956521739131,0.0,0.0,0.4,0.0,0.0,0.13333333333333333,1.6733842378929422e-06,0.6799999999999999
0.6,0.42105263157894735,0.2777777777777778,0.0,0.0,0,0.0,0.23462622370203476,0.72
0.6363636363636364,0.5,0.3333333333333333,0.14295146728168773,0,0.2521748037564357,0.13170875701270782,0.20255578797306584,0.72
0.8,0.48275862068965514,0.2962962962962963,0.0,1.0,0.5,0.5,0.4880982206889406,0.96
0.6285714285714286,0.3529411764705882,0.1875,0.6666666666666666,0.07468130238937533,1.0,0.5804493230186806,9.338443991980835e-06,0.8
0.5555555555555556,0.3333333333333333,0.125,0.4097532248842908,0,0.5,0.3032510749614303,0,0.72
0.5945945945945946,0.42105263157894735,0.2777777777777778,0.05288582458801515,0.0,0.6324515363672092,0.22844578698507478,1.8014969669080058e-05,0.6799999999999999
0.5714285714285714,0.15384615384615385,0.0,0.5306362229691198,0.0,1.0,0.5102120743230399,0,0.48
0.7692307692307692,0.64,0.6086956521739131,0.0,0.0,0.19636034509982322,0.06545344836660774,0.4399138142252335,0.8444
0.5263157894736842,0.47058823529411764,0.4,0.0,0,0,0.0,0.18757453186941023,0.6
0.64,0.5,0.45454545454545453,0.0,0.6666666666666666,0,0.2222222222222222,0.39999981484211,0.6
0.6086956521739131,0.2857142857142857,0.10526315789473684,0.5488717629813094,1.0,0.3984956839750792,0.6491224823187962,0.4390948724071378,0.55
0.823529411764706,0.5,0.411764705882353,0.3333333333333333,1.0,1.0,0.7777777777777777,0.515233871317087,0.8
0.5,0.2857142857142857,0.16666666666666666,0.04239422465744787,0,0.0,0.014131408219149289,0.25191352073790707,0.35
0.5333333333333333,0.21428571428571427,0.07692307692307693,0.022883659755000257,0.0,0.028604574693750322,0.017162744816250193,0,0.35
0.4444444444444444,0.0,0.0,0.04323329088317407,0,1.0,0.34774443029439134,0.24660774562644275,0.9
0.48484848484848486,0.1875,0.13333333333333333,0.0,0.06207483379825242,0.35397432359327535,0.13868305246384258,0.14928146434695855,0.65
0.7586206896551725,0.5925925925925926,0.4,0.09121125086083119,1.0,0.5,0.5304037502869438,0.5227881816615196,1.0
0.6153846153846154,0.5,0.45454545454545453,0.07392620722482313,0,0,0.024642069074941042,0.28864883809286884,0.6
0.6,0.35714285714285715,0.15384615384615385,0.4,0.23410324700513163,0.3333333333333333,0.3224788601128217,0.49999888205950654,0.5599999999999999
0.5925925925925926,0.48,0.4347826086956522,0.08133472536645427,0.0,0.0,0.027111575122151423,0.2284508171703505,0.5334
0.5517241379310345,0.20689655172413796,0.0,0.2326411233318613,0,1.0,0.41088037444395376,4.152901201482203e-06,0.8
0.7857142857142857,0.6285714285714286,0.5714285714285714,1.0,0.0,0.0,0.3333333333333333,0.8673557582732632,0.8800000000000001
0.823529411764706,0.375,0.2,0.0,1.0,0.025280865891123678,0.34176028863037455,2.5077266501844194e-06,0.85
0.6363636363636364,0.4,0.3333333333333333,0.19069978612575902,1.0,0.5840576136292227,0.5915857999183273,0.3001602998670676,0.8352
0.5555555555555556,0.25,0.14285714285714285,0.0,0,0,0.0,0.9999957173105967,0.6
0.5263157894736842,0.2222222222222222,0.11764705882352941,0.21175654660657023,0,0.16634492921828423,0.12603382527495147,1.9823283836161036e-06,0.5
0.5555555555555556,0.2857142857142857,0.06060606060606061,0.16742344269272308,1.0,0.7870887501445444,0.6515040642790891,0.2907913622841509,0.76
0.5555555555555556,0.3529411764705882,0.26666666666666666,0.5,1.0,0,0.5,0.6686997795298086,0.9199999999999999
0.6060606060606061,0.5454545454545455,0.45161290322580644,0.0,0,0.7977698625377089,0.2659232875125696,0.5481046228765314,0.27999999999999997
0.5263157894736842,0.2857142857142857,0.10526315789473684,0.0,0.18024235885208853,0.0,0.06008078628402951,0.18181801768044217,0.5599999999999999
0.4166666666666667,0.27272727272727276,0.2,0.0,0.0,0,0.0,0.3231518454802221,0.5599999999999999
0.5333333333333333,0.3076923076923077,0.18181818181818182,0.5,0.5,0,0.3333333333333333,0.15820159800407202,0.8400000000000001
0.38095238095238093,0.1,0.0,0.13689474647504718,0.0,0.39275000360957624,0.17654825002820781,0,0.2
0.7692307692307692,0.64,0.6086956521739131,1.0,0.0998465808358102,0.3333333333333333,0.47772663805638116,0.5280440812127851,0.8400000000000001
0.42105263157894735,0.11764705882352941,0.0,0.5292307245380065,1.0,1.0,0.8430769081793356,0,0.55
0.46153846153846156,0.18181818181818182,0.0,0.0,0.0,0,0.0,0,0.5
0.5217391304347826,0.38095238095238093,0.21052631578947367,0.3566116715345509,0.0,0.2674587536509132,0.20802347506182137,0.24021016344865898,0.7
0.4444444444444444,0.125,0.0,0.5,1.0,1.0,0.8333333333333334,0.3154466139858683,0.95
0.6666666666666666,0.5806451612903225,0.5517241379310345,1.0608691148974805,1.0,0.6666666666666666,0.9091785938547156,0.6973075412349882,0.6
0.5555555555555556,0.125,0.0,0.02910157337175242,0,0.0,0.009700524457250807,0,0.7
0.5714285714285714,0.23076923076923078,0.08333333333333333,0.0732003963067067,0.431576597026533,0.0,0.16825899777774656,1.2756315040074078e-06,0.8
0.4347826086956522,0.09523809523809523,0.0,0.292492172339547,0.0,0.3034912160719124,0.19866112947048645,0,0.4
0.6666666666666666,0.5625,0.4666666666666667,0.5,1.0,0,0.5,0.5306866638191883,0.64
0.6923076923076923,0.3333333333333333,0.27272727272727276,0.0,0.3333333333333333,0,0.1111111111111111,0.10223789301900667,0.72
0.6206896551724138,0.2222222222222222,0.16,0.7012425914166694,0.0,0.5331131069443946,0.411451899453688,0,0.76
0.9500000000000001,0.8421052631578947,0.7222222222222222,0.6666666666666666,0.5,0.4209919008150013,0.5292195224938893,1.1154676798247564e-05,1.0
0.5714285714285714,0.37037037037037035,0.23076923076923078,0.3629782151981833,0.0,0.5432607173272779,0.3020796441751537,0.2456279025581828,0.8
0.625,0.2857142857142857,0.16666666666666666,0.0,0,0,0.0,0.15050211413620343,0.6
0.5,0.27272727272727276,0.1,0.0,0,1.0,0.3333333333333333,0.10649863193678888,0.5
0.6875,0.6,0.5,0.0,0,0.3601440661139856,0.1200480220379952,0.25628189543647456,0.6
0.7619047619047619,0.6315789473684211,0.47058823529411764,0.36446695515259164,1.0,0.2389231603744748,0.5344633718423555,0.4796761734874542,0.8
0.5806451612903225,0.3870967741935484,0.27586206896551724,0.5342628684115074,0.0,0.8539421426673903,0.4627350036929659,0.35696166834590753,0.4
0.5925925925925926,0.3846153846153846,0.25,0.6323258600516892,1.0,0.41536811576717997,0.6825646586062897,0.6666635184286862,0.6
0.5263157894736842,0.23529411764705882,0.0,0.0,0.0,0,0.0,0.999995913120486,0.525
0.47368421052631576,0.3076923076923077,0.16216216216216214,1.0,0.5311096281258466,1.0,0.8437032093752822,0.27463455608227993,0.64
0.5945945945945946,0.4,0.30303030303030304,0.0,0,1.0,0.3333333333333333,0.5193316604517183,0.8
0.48275862068965514,0.37037037037037035,0.32,0.6862509078758086,1.0,1.0,0.8954169692919361,0.19970758280411766,0.64
0.48275862068965514,0.2962962962962963,0.24,0.5259198292834872,0.0,0.3600387762888811,0.2953195351907894,0.08690513621229343,0.48
0.7096774193548386,0.4375,0.26666666666666666,0.06016032396155479,1.0,0.5,0.5200534413205182,0.26471706831869024,0.8800000000000001
0.625,0.4,0.21428571428571427,0.0,1.0,0.0,0.3333333333333333,2.874112287253348e-06,0.72
0.6451612903225806,0.26666666666666666,0.14285714285714285,0.0,1.0,0,0.3333333333333333,0.31589720476942335,0.48
0.6086956521739131,0.47619047619047616,0.42105263157894735,0.0,0.06516520549413443,1.0,0.35505506849804486,0.4602356652286428,0.72
0.823529411764706,0.4,0.15384615384615385,1.0,0.0,0,0.3333333333333333,0.9999960308742806,0.9199999999999999
0.6857142857142857,0.48484848484848486,0.3870967741935484,0.0,1.0,1.0,0.6666666666666666,0.5714281334501355,0.8800000000000001
0.8571428571428571,0.6470588235294118,0.5,0.0,1.0,0,0.3333333333333333,0.507082429310115,0.8800000000000001
0.9714285714285715,0.9090909090909091,0.8387096774193549,0.75,0.0,1.0,0.5833333333333334,0.999996314011095,0.9199999999999999
0.7142857142857143,0.37037037037037035,0.24,0.04144080869930231,0.5,0.08288161739860463,0.208107475365969,0.2545899013764955,0.8800000000000001
0.4166666666666667,0.36363636363636365,0.3,0.16828350922017793,0,0.21515988148368276,0.12781446356795356,0.1746176977250199,0.52
0.47619047619047616,0.31578947368421056,0.11764705882352941,0.5,0.07761233265834101,1.0,0.5258707775527803,0.3219615881491407,0.72
0.5333333333333333,0.15384615384615385,0.0,0.5,0.6666666666666666,1.0,0.7222222222222222,0.42109664418724474,0.8400000000000001
0.5333333333333333,0.35714285714285715,0.23076923076923078,0.2599467425835787,0.0,0.1020458421608648,0.1206641949148145,0.1567890986165246,0.64
0.42105263157894735,0.1111111111111111,0.0,0.0,0,0.5,0.16666666666666666,0,0.4
0.7272727272727273,0.6,0.5555555555555556,0.5,0.5,1.0,0.6666666666666666,0.470255265892004,0.5599999999999999
0.5294117647058824,0.5,0.4666666666666667,0.34577479216204426,0.5,0.5282774095005857,0.45801740055421,5.749595743859827e-06,0.32
0.45454545454545453,0.27272727272727276,0.1,0.5941473311213233,1.0,0.06560511877422749,0.5532508166318503,0.1938146875705526,0.6799999999999999
0.6285714285714286,0.5714285714285714,0.5454545454545455,0.6623511690040494,0.0,0.5519593075033745,0.40477015883580797,0.5486003896809303,0.8
0.42105263157894735,0.3529411764705882,0.26666666666666666,0.0,0,0,0.0,0.22615110046069758,0.52
0.6341463414634146,0.4,0.27906976744186046,1.0,0.0,0.3641443187260278,0.45471477290867596,4.4699474105025955e-06,0.5599999999999999
0.6153846153846154,0.24,0.08695652173913043,0.0,0.0,0.0,0.0,1.6703601040963608e-06,0.6
0.6896551724137931,0.6206896551724138,0.5925925925925926,1.0,1.0,0,0.6666666666666666,0.4999994405047786,0.72
0.55,0.25641025641025644,0.10810810810810811,0.2648005389425489,0.0,0.4270807717621597,0.2306271035682362,0.19999974603697543,1.0
0.5333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.07784417898507788,0.6666666666666666,0.24817028188391485,0.3155854181444767,0.6799999999999999
0.7,0.47619047619047616,0.35,1.0,0.5,1.0,0.8333333333333334,0.7022229768934529,0.8
0.5599999999999999,0.4347826086956522,0.2857142857142857,0.6055411665200946,0,0.21108233304018928,0.2722078331867613,0.2655805488952684,0.8
0.6923076923076923,0.5714285714285714,0.5384615384615384,1.0,0.5,0.6023787787825617,0.700792926260854,7.840263517702011e-06,0.7
0.6875,0.5294117647058824,0.375,0.5,0.5,0.0,0.3333333333333333,0.3108137185910407,0.9
0.5,0.2222222222222222,0.0,0.0,0.0,1.0,0.3333333333333333,0.2196546340822192,0.64
0.6666666666666666,0.375,0.14285714285714285,0.5297625988102692,0,0.05952519762053847,0.19642926547693587,0.34576996127987275,0.76
0.5,0.24,0.08695652173913043,0.35336827744982213,0.0,0.5,0.284456092483274,0.16422352529763323,0.64
0.7804878048780488,0.6153846153846154,0.4864864864864865,0.4,0.0,0.41666666666666663,0.2722222222222222,0.6923033488352347,0.8
0.5185185185185185,0.3076923076923077,0.16666666666666666,0.0,0.0,0.0,0.0,6.335146226604247e-07,0.65
0.5714285714285714,0.3448275862068966,0.14814814814814814,0.0,0,1.0,0.3333333333333333,0.48314335800480873,0.6
0.7142857142857143,0.7142857142857143,0.6666666666666666,0.0,0.0,0,0.0,0.24512637864450157,0.85
0.36363636363636365,0.3,0.2222222222222222,0.0,0.1717465729450571,0.1073861404632342,0.09304423780276377,2.4536488156720993e-06,0.3
0.5333333333333333,0.2857142857142857,0.16666666666666666,0.0,0.0,0.0,0.0,0.1283952453752452,0.85
0.6153846153846154,0.3783783783783784,0.22857142857142856,0.07872002182713222,0.3845737880606477,0.5,0.32109793662925995,0.40054533515201673,0.85
0.2962962962962963,0.08,0.0,0.019495883966176308,0.0,0.0,0.006498627988725436,0,0.15
0.7441860465116279,0.6046511627906977,0.5365853658536586,0.33673635741546726,0.6666666666666666,0.0,0.33446767469404465,0.566326953206111,0.6
0.7333333333333334,0.6428571428571428,0.6153846153846154,0.0,0.03995618170750842,0.7884104081648804,0.2761221966241296,0.35717091283885477,0.7
0.5625,0.3333333333333333,0.2857142857142857,0.5,1.0,0.0,0.5,2.449011518149203e-06,0.75
0.45454545454545453,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0,0.8
0.38888888888888884,0.23529411764705882,0.125,0.0,0.0,0,0.0,0.02128845902816175,0.35
0.5714285714285714,0.21052631578947367,0.0,1.0,0.06126807046079809,0,0.35375602348693275,0.18932662908425235,0.35
0.6666666666666666,0.2222222222222222,0.07692307692307693,0.030159267463223848,0.0,0.05026544577203975,0.026808237745087865,0.06743910571597558,0.75
0.7619047619047619,0.42105263157894735,0.3529411764705882,0.0,0.0,1.0,0.3333333333333333,0.4029127017344584,0.8
0.3846153846153846,0.08333333333333333,0.0,0.0,0.6558779225101236,0.0,0.21862597417004118,0.9999927566845405,0.4
0.7368421052631579,0.6666666666666666,0.625,0.0,1.0,0,0.3333333333333333,0.22475887031124764,0.6799999999999999
0.4864864864864865,0.3333333333333333,0.23529411764705882,0.38502052494573286,0.0,0.0,0.12834017498191094,0.19664406320525613,0.27999999999999997
0.9523809523809523,0.85,0.7368421052631579,1.0,0,0.6666666666666666,0.5555555555555555,0.6666651643641592,0.96
0.375,0.0,0.0,0.07813304360058371,1.0,1.0,0.6927110145335279,0,0.4
0.7,0.5128205128205129,0.3783783783783784,1.0,0.0,0.7521608816155346,0.5840536272051783,0.5819051318999673,0.6799999999999999
0.411764705882353,0.1875,0.13333333333333333,0.0,1.0,0.059341697366697775,0.3531138991222326,0,0.48
0.6666666666666666,0.5161290322580645,0.4137931034482759,0.0,0.0,0.6522619986049413,0.2174206662016471,9.372547856376428e-06,0.6799999999999999
0.85,0.7368421052631579,0.611111111111111,0.03488544528218872,0,0.03488544528218872,0.023256963521459145,0.9999991278820823,0.96
0.5263157894736842,0.11764705882352941,0.0,0.0,0.0,0,0.0,0.21029294432821516,0.52
0.36363636363636365,0.0,0.0,0.024124423596748566,0.0,0.03618663539512285,0.020103686330623805,0,0.48
0.4347826086956522,0.27272727272727276,0.2,0.5,1.0,0,0.5,0.3228281316841302,0.52
0.5263157894736842,0.0,0.0,0.5351538272467283,0.0,0.0,0.17838460908224277,0,0.5599999999999999
0.8571428571428571,0.787878787878788,0.7096774193548386,0.5,0.5,1.0,0.6666666666666666,0.8201699101469423,0.8800000000000001
0.72,0.64,0.5217391304347826,0.5,1.0,0.4229543137062561,0.6409847712354187,0.4859689787334753,0.64
0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.48
0.6896551724137931,0.5185185185185185,0.32,0.4796512807332851,0.0,0.8333333333333333,0.43766153802220614,0.49417759347824064,0.8
0.36363636363636365,0.1,0.0,0.0,1.0,0,0.3333333333333333,0,0.65
0.5263157894736842,0.31578947368421056,0.11764705882352941,0.0,0,0.5767777910005196,0.19225926366683987,0.1582270702132478,0.8
0.7272727272727273,0.7272727272727273,0.7096774193548386,1.0,0.0,0.0,0.3333333333333333,0.9999937664604687,0.55
0.8461538461538461,0.6153846153846154,0.5,0.0,0,1.0,0.3333333333333333,0.38893663033248255,0.8
0.375,0.2,0.14285714285714285,0.39482137706236364,0.0,0.5,0.2982737923541212,0,0.72
0.7857142857142857,0.6428571428571428,0.6153846153846154,0.38861893789016977,0.0,1.0,0.4628729792967232,0.4889798664651984,0.72
0.8181818181818181,0.6363636363636364,0.5,1.0,0.11187297763023593,0,0.37062432587674526,0.3643293148646748,0.8800000000000001
0.75,0.6153846153846154,0.5599999999999999,1.0,0.3560847207796245,0,0.4520282402598748,0.45817509705219595,0.76
0.8,0.7857142857142857,0.7692307692307692,0.0,0.0,0.0,0.0,0.4871307392917285,0.8400000000000001
0.6470588235294118,0.5625,0.4666666666666667,0.0,0.0,0,0.0,2.2778359304779347e-06,0.72
0.7,0.3333333333333333,0.125,0.7120043730352889,1.0,0,0.5706681243450963,0.4437675558757621,0.9199999999999999
0.7619047619047619,0.7317073170731707,0.717948717948718,0.0,0.0,0.5,0.16666666666666666,0.6284623013974784,0.72
0.782608695652174,0.7619047619047619,0.7368421052631579,1.0,0.0,0,0.3333333333333333,0.7257143937721604,0.65
0.6666666666666666,0.4347826086956522,0.38095238095238093,1.0331875547787617,0.0,0.7196770805283503,0.5842882117690373,0.4924257407266043,0.8
0.7407407407407407,0.3846153846153846,0.32,0.0,0.0,0.5,0.16666666666666666,1.521284970094409e-06,0.9
0.5384615384615384,0.4166666666666667,0.27272727272727276,0.05757777563519659,0.0,0.022112583717632254,0.026563453117609614,0,0.5
0.7741935483870968,0.787878787878788,0.7741935483870968,0.8494107748537308,0.0,0.7741161622805962,0.5411756457114424,0.9999960031026377,0.75
